page	table	row	col	x0	x1	y0	y1	top	bottom	left	right	firstRow	rowEnd	areaY	areaBottom
6	0	4	0	28.350	829.250	261.375	282.575	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	0	28.350	56.700	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	1	56.700	92.150	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	2	92.150	222.400	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	3	222.400	255.150	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	4	255.150	361.500	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	5	361.500	396.900	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	6	396.900	450.250	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	7	450.250	503.600	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	8	503.600	652.050	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	9	652.050	737.100	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	5	10	737.100	829.250	282.575	310.925	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	6	0	28.350	829.250	310.925	332.125	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	0	28.350	56.700	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	1	56.700	92.150	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	2	92.150	222.400	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	3	222.400	255.150	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	4	255.150	361.500	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	5	361.500	396.900	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	6	396.900	450.250	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	7	450.250	503.600	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	8	503.600	652.050	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	9	652.050	737.100	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	7	10	737.100	829.250	332.125	360.475	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	8	0	28.350	829.250	360.475	381.675	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	0	28.350	56.700	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	1	56.700	92.150	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	2	92.150	222.400	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	3	222.400	255.150	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	4	255.150	361.500	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	5	361.500	396.900	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
6	0	9	6	396.900	450.250	381.675	410.025	0.500	0.500	0.500	0.500	0	14	162.025	509.375
