words/batch-017/docx/May 25 bulletin focus on carers in the workplace.docx	docx	5/4	435/521	3/3	0	pages,words	448/538
words/batch-017/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	docx	12/12	1770/1794	9/8	0	match	1917/1942
words/batch-017/docx/Sample_SQMS_Program.docx	docx	61/61	16119/15967	9/9	0	match	16405/16252
words/batch-017/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	docx	30/29	8011/7399	9/9	0	pages,words	8251/7552
words/batch-017/docx/system_design__technical_architecture_template.docx	docx	17/17	1722/1720	6/6	0	match	1791/1789
words/batch-018/doc/120509coss.doc	doc	25/25	7179/7179	7/7	0	match	7228/7228
words/batch-018/doc/A_320.doc	doc	141/118	18754/18592	4/4	0	pages	19166/19004
words/batch-018/docx/Allegiant_Company_Profile_with_History.docx	docx	3/3	1153/1153	3/3	0	match	1156/1156
words/batch-018/docx/DOA_Template_Form_Type_Certification_Programme.docx	docx	20/20	5381/5365	5/5	0	match	5461/5444
words/batch-018/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	docx	34/35	9453/9397	5/6	0	pages	9564/9507
words/batch-018/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	docx	77/76	24762/24693	2/4	0	pages	25861/25787
words/batch-018/docx/HC-Bulletin-template.docx	docx	5/5	462/462	7/7	0	match	521/524
words/batch-018/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	docx	85/85	27396/27420	3/5	0	match	27408/27435
words/batch-018/docx/airbus-pdf-information-package_v1-4.docx	docx	9/9	1277/1299	7/7	0	match	1320/1342
words/batch-018/docx/t_TEMPforInvProgs.docx	docx	26/26	4963/5020	5/6	0	match	5031/5072
words/batch-019/doc/150_5335_5a.doc	doc	64/64	19139/19085	10/9	0	match	19332/19276
words/batch-019/docx/02_mcar_part-2_and_IS_v2.10.docx	docx	314/312	80663/80500	4/4	0	pages	81267/81108
words/batch-019/docx/24-25_FAA_Holdover_Tables.docx	docx	142/155	66901/67111	9/9	0	pages	70930/71199
words/batch-019/docx/33004.docx	docx	48/47	12068/11963	15/15	0	pages	12248/12141
words/batch-019/docx/CRIF - Sp̩cification technique - Socle applicatif.docx	docx	33/29	6320/6618	10/10	0	pages,words	6644/7068
words/batch-019/docx/ESPN-R - MCF - RA - Ed1.docx	docx	59/58	12177/12167	8/8	0	pages	12300/12289
words/batch-019/docx/PES-Technical-Report-Template_Jan_2019.docx	docx	14/14	2665/2663	8/8	0	match	2739/2738
words/batch-019/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	docx	267/266	95026/94826	4/4	0	pages	95039/94848
words/batch-019/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	docx	13/13	1648/1631	9/9	0	match	1670/1653
words/batch-019/docx/report-template.docx	docx	19/20	2980/3026	4/4	0	pages	2987/3033
words/batch-020/doc/150_5300_13_chg10.doc	doc	80/77	23866/23360	10/10	0	pages,words	24089/23553
words/batch-020/doc/150_5300_13_chg12.doc	doc	32/31	12678/12698	9/9	0	pages	12752/12766
words/batch-020/docx/150-5370-10H.docx	docx	714/727	292766/292647	13/14	0	pages	298839/298716
words/batch-020/docx/ABCD-FE-01-00 Flight Envelope - v1 08.03.16.docx	docx	14/15	3940/3720	7/5	0	pages,words	3987/3773
words/batch-020/docx/ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16.docx	docx	12/12	2729/2612	8/6	0	words	2770/2652
words/batch-020/docx/AC-150-5370-10G-updated-201604.docx	docx	687/696	280702/280560	11/12	0	pages	285329/285185
words/batch-020/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	docx	148/148	35041/35041	5/5	0	match	35311/35311
words/batch-020/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	docx	79/82	19162/19222	6/8	0	pages	19611/19670
words/batch-020/docx/FAA 2025-26 Holdover Tables.docx	docx	154/167	74607/74831	10/10	0	pages	79223/79447
words/batch-020/docx/OM template for non-complex NCC operators_August 2016.docx	docx	164/165	51410/51673	8/8	0	pages	52437/52697
words/batch-021/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	docx	29/29	8793/8402	10/8	0	words	8923/8548
words/batch-021/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	docx	43/44	12024/12213	6/6	0	pages	12370/12567
