# words track re-swept 2026-09-06 at 559c86998 + this round's change
# ours: Paperless.Cli from /home/user/wt-diagram; reference: /usr/bin/soffice 24.2.7.2 420(Build:2)
# fonts: system fontconfig (Carlito, Caladea, Liberation, DejaVu, WenQuanYi, IPAGothic); PAPERLESS_BUNDLED_FONTS unset
# corpus /home/user/sample-files; scored against /home/user/gate-2f47/parity.tsv
# TOTAL 338  MATCH 313  MISMATCH 25  REF-CANNOT-RENDER 0   (banked: MATCH 312  MISMATCH 26)
# words = tokens carrying at least one Unicode letter or digit; rawwords = pdftotext | wc -w
# NOT comparable to any scoreboard recorded before 2026-08-13 — see dotnet/probes/gate-01/results.md
path	ext	pages	words	fonts	unemb	verdict	rawwords
words/done-007/docx/template-technical-report.docx	docx	10/10	837/837	3/3	0	match	859/859	4363/4363
words/done-008/doc/1245685 1 Comment.doc	doc	1/1	326/326	7/7	0	match	327/327	1619/1619
words/done-008/doc/2024-2nd-quarter-case-summaries.doc	doc	10/10	5675/5675	4/4	0	match	5677/5677	28056/28056
words/done-008/doc/FlightLaws.doc	doc	4/4	1073/1074	5/5	0	match	1132/1133	5533/5533
words/done-008/doc/PUR-0012-UTAS-GRAMS-SPA-Template-1-25-2024.doc	doc	6/6	1027/1027	4/4	0	match	1083/1083	6234/6234
words/done-008/docx/4400-91_Proposal_To_Lease_Space_10-2024.docx	docx	6/6	3280/3280	5/5	0	match	3304/3304	16850/16850
words/done-008/docx/ECSS-E-ST-50-16C-Annex-A(30September2021).docx	docx	4/4	670/670	4/4	0	match	691/691	3613/3613
words/done-008/docx/FAA-2017-0628-0002_attachment_1.docx	docx	4/4	638/638	5/5	0	match	641/641	3614/3614
words/done-008/docx/Lessons-Learned-Bulletin-Dorset-version-to-IIRG-V5.docx	docx	3/3	1531/1531	4/4	0	match	1553/1553	8111/8111
words/done-008/docx/UAS-SGI_waiver_approval_request_form.docx	docx	2/2	489/489	3/3	0	match	513/513	2731/2731
words/done-008/docx/draft-variation-notice-airbus-bm3965ia-v006-vs-comments.docx	docx	9/9	1498/1499	3/3	0	match	1536/1537	8104/8104
words/done-009/doc/2013-op12-Annex III - Curriculum Vitae.doc	doc	3/3	332/332	2/3	0	match	359/359	2004/2004
words/done-009/doc/237287_0486190101_0486190101_geolink2neu.doc	doc	8/8	1430/1430	4/4	0	match	1605/1605	9990/9990
words/done-009/doc/A380MaenPressRel.doc	doc	3/3	770/770	6/6	0	match	789/790	3944/3944
words/done-009/doc/CP-ETSO template_v2020.DOC	doc	6/6	1111/1111	5/6	0	match	1136/1136	6448/6448
words/done-009/doc/certification-flight-standards-doc-oeb-supporting-documents-tgl-TGL26-section-5-REV10.doc	doc	8/8	1221/1221	4/4	0	match	1268/1268	6269/6269
words/done-009/docx/Case-Study-Heathrow-Airport.docx	docx	3/3	1184/1184	6/6	0	match	1216/1216	6461/6461
words/done-009/docx/Contract_Check_Pilot_Sample_LOA.docx	docx	4/4	1324/1324	6/6	0	match	1336/1336	7205/7205
words/done-009/docx/SWDD-template.docx	docx	6/6	1078/1079	6/6	0	match	1079/1080	5833/5833
words/done-009/docx/form_1123_application_form_rvsm_spa.docx	docx	3/3	578/578	5/5	0	match	638/638	3321/3321
words/done-009/docx/technical report template.docx	docx	10/10	845/858	4/4	0	match	846/859	4095/4095
words/done-010/doc/1528364855.doc	doc	3/3	1072/1072	4/5	0	match	1103/1104	6219/6219
words/done-010/doc/361400CSLegislation1RF01PUBLIC1.doc	doc	35/35	12615/12621	4/4	0	match	12642/12648	68170/68170
words/done-010/doc/f111.doc	doc	11/11	3347/3347	6/6	0	match	3392/3392	18181/18181
words/done-010/docx/195584360.docx	docx	20/20	7842/7845	5/5	0	match	8011/8014	45562/45562
words/done-010/docx/5709.16 ch.40_mgfinal.docx	docx	32/32	9856/9820	4/4	0	match	10069/10033	59010/59010
words/done-010/docx/Checklist for TC STC ETSO data packages to FAA_TIP rev 5.docx	docx	3/3	1102/1102	4/4	0	match	1102/1102	6062/6062
words/done-010/docx/FG-AI4NDM-TR-skeleton_template.docx	docx	5/5	434/434	7/7	0	match	439/439	2037/2029
words/done-010/docx/PM-apeech-Handover-of-New-Airbus-Aircraft-for-Fiji-Airways-Dec.-15th.docx	docx	5/5	582/582	4/4	0	match	584/584	2742/2742
words/done-010/docx/Writing a technical report (SCE subject guide).docx	docx	4/4	1221/1221	8/8	0	match	1267/1267	6403/6403
words/done-010/docx/te.iors.00048-002 SUP Questionnaire.docx	docx	4/4	620/620	2/2	0	match	640/640	3627/3627
words/done-011/doc/135.doc	doc	14/14	5262/5256	7/7	0	match	5319/5311	26659/26620
words/done-011/doc/AAC-AD-No-2021-01-Boeing-737-8-and-737-9-MAX.doc	doc	21/20	7454/7453	6/7	0	pages	7513/7512	38766/38764
words/done-011/docx/Company-profile-2022-EN.docx	docx	5/5	1170/1170	5/5	0	match	1211/1212	5630/5630
words/done-011/docx/b053-19.docx	docx	2/2	491/491	2/2	0	match	493/493	2916/2916
words/done-011/docx/eTAR_External_Web_tool_Tip_Sheet_mh.docx	docx	4/4	930/928	4/3	0	match	936/934	4604/4579
words/done-011/docx/f2_registro_de_aprovacao_com_pbcs_EN.docx	docx	2/2	456/454	6/4	0	match	461/458	2293/2286
words/done-011/docx/monthly-content-feeder.docx	docx	18/18	5890/5890	9/9	0	match	6021/6021	34555/34555
words/done-011/docx/part-145-approval list (1).docx	docx	8/8	1590/1592	5/5	0	match	1616/1618	8409/8415
words/done-011/docx/part-145-approval list 2025.docx	docx	7/7	1454/1455	5/5	0	match	1477/1478	7822/7822
words/done-011/docx/tibs_guidelines_2.docx	docx	13/13	3143/3144	8/8	0	match	3168/3169	16450/16450
words/done-012/doc/AirbusCallouts.doc	doc	24/24	8455/8461	5/5	0	match	9159/9164	43584/43584
words/done-012/doc/RMI_Document_Repository_Public-Reprts_GettingOffOil.doc	doc	6/6	2729/2730	5/5	0	match	2731/2732	14617/14617
words/done-012/docx/19-06 Assistive Technology TAB Final - 508.docx	docx	8/8	3240/3240	8/8	0	match	3267/3267	18195/18195
words/done-012/docx/20110608_psp.docx	docx	3/3	671/671	4/4	0	match	679/679	4704/4704
words/done-012/docx/FO.FCTOA_.000129 Application for activities related to FSTD.docx	docx	6/6	1690/1684	6/5	0	match	1719/1712	9023/8979
words/done-012/docx/Leadership Information Article.docx	docx	3/3	1452/1452	4/4	0	match	1460/1460	8107/8107
words/done-012/docx/b050-19.docx	docx	3/3	872/872	4/4	0	match	874/874	4882/4882
words/done-012/docx/bulletin.docx	docx	14/14	3253/3253	5/5	0	match	3292/3292	17036/17036
words/done-012/docx/slcc-architecture-uu-architecture.docx	docx	4/4	1205/1205	7/7	0	match	1236/1236	6328/6328
words/done-012/docx/technical-architecture.docx	docx	8/8	1116/1120	10/9	0	match	1138/1141	6960/6961
words/done-013/doc/1228841571067_2009_TPPT_13__2007_TPPT_102__R-108535759.doc	doc	12/12	2797/2803	5/5	0	match	2797/2803	14396/14396
words/done-013/doc/1257259179492_2007_TPPT_102_Supporting_Doc_2-434003080.doc	doc	9/9	2120/2124	4/4	0	match	2158/2163	10122/10122
words/done-013/doc/Reid.doc	doc	4/4	1553/1553	5/6	0	match	1570/1570	8425/8425
words/done-013/doc/omrIMInterpretiveGuideLine.doc	doc	2/2	376/382	4/4	0	words	377/383	2319/2370
words/done-013/docx/Form-SM-76A-_-CAR-OPS-2A-Instruments-and-Equipment-Compliance-Statement-_-11.docx	docx	3/3	615/620	7/7	0	match	627/632	3393/3393
words/done-013/docx/SPA-11_mcar_part-11_v2.9.docx	docx	49/49	13956/13952	3/3	0	match	13983/13983	70937/70763
words/done-013/docx/Sol PJ14-03-04 Solution Contextual.docx	docx	5/5	2067/2071	5/6	0	match	2105/2109	11366/11366
words/done-013/docx/easa-regulations-update-20.docx	docx	22/22	2738/2738	5/5	0	match	2844/2844	14939/14939
words/done-013/docx/gpp-pr-top-7-office-markets-4q-2023.docx	docx	4/4	1067/1066	5/3	0	match	1101/1100	5669/5669
words/done-013/docx/hdss-bulletin-issue-285-25-june-2025.docx	docx	10/10	3585/3528	7/7	0	match	3648/3591	19889/19647
words/done-014/doc/300502-Mecenat-Airbus-Simusante_CHU-Amiens-Picardie.doc	doc	1/1	332/332	4/4	0	match	338/337	1887/1887
words/done-014/doc/644730BRI0mna000BOX361539B00public0.doc	doc	5/5	2328/2328	7/7	0	match	2339/2339	12838/12838
words/done-014/doc/PK_FlugzeugeStricken.doc	doc	7/7	1394/1408	7/7	0	match	1441/1452	10002/10066
words/done-014/docx/1603642410-MoM-CASCOM-06-2020-draft04.docx	docx	9/9	4469/4469	8/8	0	match	4604/4604	24054/24054
words/done-014/docx/1_tpr_template__from_fy14_.docx	docx	8/8	3563/3563	10/10	0	match	3579/3579	19095/19095
words/done-014/docx/231164_SystemDesignDocument.docx	docx	28/28	6558/6592	6/6	0	match	6693/6739	38956/38925
words/done-014/docx/AFS-050-004-F2_0i.docx	docx	8/8	2226/2228	10/9	0	match	2382/2384	13442/13442
words/done-014/docx/Regulations Governing the Status, Basic Rights and Duties of Officials other than Secretariat Officials, and Experts on Mission.docx	docx	18/18	6393/6395	5/4	0	match	6450/6452	33613/33604
words/done-014/docx/exhibit-06---technical-architecture-template.docx	docx	8/8	1092/1079	12/11	0	match	1103/1088	6774/6775
words/done-014/docx/fleetfastfacts16nov2023.docx	docx	1/1	120/120	4/5	0	match	129/129	635/635
words/done-015/doc/2013_11.doc	doc	8/8	2607/2613	9/9	0	match	2629/2638	13594/13594
words/done-015/doc/SFSP_2013-02_Bulletin.doc	doc	4/4	935/942	6/6	0	match	957/965	5106/5136
words/done-015/docx/03_Technical_Report_(progress)_template.docx	docx	10/10	1410/1408	6/6	0	match	1431/1429	7403/7403
words/done-015/docx/Agile_Arc_SysDes.docx	docx	20/20	5736/5737	11/11	0	match	5821/5822	33897/33905
words/done-015/docx/DOA_Template_Form_Type_Certification_Programme.docx	docx	20/20	5373/5362	5/5	0	match	5452/5441	28542/28545
words/done-015/docx/JEMIT_Template.docx	docx	4/4	1616/1628	9/10	0	match	1686/1698	8656/8677
words/done-015/docx/PI-doc.-no.-2E-Technical-Review-Report.docx	docx	12/12	1792/1794	10/8	0	match	1939/1942	9882/9882
words/done-015/docx/Sample_SQMS_Program.docx	docx	61/61	15966/15975	9/9	0	match	16251/16260	86734/86680
words/done-015/docx/airbus-pdf-information-package_v1-4.docx	docx	9/9	1299/1303	7/7	0	match	1342/1346	6448/6448
words/done-015/docx/system_design__technical_architecture_template.docx	docx	17/17	1720/1748	6/6	0	match	1789/1817	9907/9910
words/done-016/doc/120509coss.doc	doc	25/25	7179/7179	7/7	0	match	7228/7228	38126/38126
words/done-016/doc/150_5335_5a.doc	doc	64/63	19140/19081	9/8	0	pages	19331/19271	95749/95814
words/done-016/docx/AC-150-5370-10G-updated-201604.docx	docx	696/697	280590/280576	13/11	0	pages	285214/285201	1432510/1432534
words/done-016/docx/Allegiant_Company_Profile_with_History.docx	docx	3/3	1153/1153	3/3	0	match	1156/1156	6588/6588
words/done-016/docx/Annex-10-to-the-Aircraft-Maintenance-Specialist-Certification-Rule-GCAA.docx	docx	148/148	35041/35041	5/4	0	match	35311/35311	189432/189432
words/done-016/docx/HC-Bulletin-template.docx	docx	5/5	462/462	7/7	0	match	521/524	2967/2967
words/done-016/docx/PES-Technical-Report-Template_Jan_2019.docx	docx	14/14	2665/2662	8/8	0	match	2739/2737	13435/13433
words/done-016/docx/SPA-06_mcar_part-6_and_IS_v2.9.docx	docx	85/85	27413/27422	5/5	0	match	27425/27445	143116/142938
words/done-016/docx/TE.CAO.00125 Foreign Part 145 approvals - OJT Logbook.docx	docx	15/15	2790/2795	6/6	0	match	3173/3178	15282/15282
words/done-016/docx/dragon1-enterprise-architecture-document-example-v0.1d.docx	docx	13/13	1636/1642	9/8	0	match	1658/1664	10179/10179
words/done-016/docx/t_TEMPforInvProgs.docx	docx	26/26	5020/5047	6/6	0	match	5071/5117	27737/27737
words/drawingset-001/docx/WordArt_Shapes_Arrows_Catalog1.docx	docx	52/52	1972/1972	4/4	0	match	2468/2468	11390/11390
words/extra-001/doc/762.doc	doc	23/23	4121/4122	8/8	0	match	4145/4146	22603/22603
words/extra-001/doc/info-bulletin-601.doc	doc	6/6	1302/1302	5/5	0	match	1320/1320	6913/6913
words/extra-001/docx/ABCD-SDE-23-00 - Avionic System Description - 17.02.16 - v1.docx	docx	29/29	8402/8426	8/8	0	match	8532/8558	43746/43748
words/extra-001/docx/ABCD-WB-08-00 Weight and Balance Report - v1 08.03.16.docx	docx	12/12	2635/2611	7/6	0	match	2673/2651	13015/12781
words/extra-001/docx/UG.CAO.00006 Foreign Part 145 approvals - User Guide for Applicants & Approval Holders.docx	docx	29/29	7685/7403	9/9	0	words	7839/7556	42116/40732
words/extra-001/docx/UG.CAO.00133 Foreign Part 145 approvals - Language.docx	docx	18/18	3674/3668	5/5	0	match	3769/3763	20689/20685
words/metrics-001/doc/A320SimNotes.doc	doc	42/42	13846/13919	7/10	0	match	15004/14999	67430/67512
words/metrics-001/doc/手机免提系统TSB.doc	doc	3/2	98/91	8/7	0	pages	102/94	1189/1172
words/metrics-001/docx/02_mcar_part-2_and_IS_v2.10.docx	docx	314/312	80524/80518	4/4	0	pages	81128/81129	421243/414481
words/metrics-001/docx/AWR OPS-AOC 044 Statement of Compliance RVSM  Rev 04 01 Feb 2024.docx	docx	15/15	2126/2125	8/6	0	match	2266/2259	11073/11071
words/metrics-001/docx/FRE-03_mcar_part-3_and_IS_v2.9.docx	docx	76/76	24703/24703	2/2	0	match	25800/25801	125011/124706
words/metrics-001/docx/OM template for non-complex NCC operators_August 2016.docx	docx	166/165	51824/51826	8/8	0	pages	52851/52865	270077/270009
words/metrics-001/docx/SPA-02_mcar_part-2_and_IS_v2.9.docx	docx	268/266	94902/94850	4/4	0	pages	94915/94877	485953/479178
words/metrics-001/docx/review-welsh-government-communications-mister-peter-mandelson.docx	docx	14/14	3017/3015	6/6	0	match	3052/3053	14961/14961
words/missing-001/docx/33004.docx	docx	47/47	11973/11968	15/14	0	match	12152/12146	60488/60488
words/missing-001/docx/May 25 bulletin focus on carers in the workplace.docx	docx	4/4	521/521	3/3	0	match	538/537	2721/2721
words/missing-001/docx/xx_SETIS_PWS_template_10.19.22.docx	docx	15/15	4922/4918	6/6	0	match	4979/4976	25252/25211
words/missing-002/docx/CRIF - SpÃ©cification technique - Socle applicatif.docx	docx	28/29	6590/6618	10/10	0	pages	7034/7068	39524/39783
words/pagination-001/doc/1447.doc	doc	4/3	959/959	5/5	0	pages	962/962	5153/5153
words/pagination-001/doc/A_320.doc	doc	118/150	18593/18809	4/4	0	pages	19005/19221	88958/90539
words/pagination-001/docx/24-25_FAA_Holdover_Tables.docx	docx	155/141	67146/66827	9/9	0	pages	71175/70915	300664/298427
words/pagination-001/docx/ESPN-R - MCF - Manual - Ed1.0 - For Publication.docx	docx	35/35	9405/9433	7/5	0	match	9515/9543	49388/49328
words/pagination-001/docx/ESPN-R - MCF - RA - Ed1.docx	docx	58/59	12128/12209	8/8	0	pages	12250/12331	65676/66102
words/pagination-001/docx/FAA 2025-26 Holdover Tables.docx	docx	167/154	74849/74566	10/10	0	pages	79465/79182	336754/334493
words/pagination-001/docx/FO.FCTOA.00010 Application for a Part-ORA ATO Approval.docx	docx	16/16	4514/4513	6/7	0	match	4579/4578	23321/23316
words/pagination-001/docx/report-template.docx	docx	20/20	3013/3025	4/4	0	match	3020/3032	15322/15434
words/pagination-001/docx/template---tpr-technical-progress-report-with-guidance.docx	docx	7/8	1840/1841	8/8	0	pages	1885/1886	9713/9713
words/pagination-002/doc/150_5300_13_chg12.doc	doc	31/33	12657/12696	10/7	0	pages	12727/12764	61921/61920
words/pagination-002/doc/absrc-pac-01-info-note-en.doc	doc	6/7	1302/1302	5/5	0	pages	1325/1325	6872/6874
words/pagination-002/docx/docs-quality-MA.IMS.00001-Integrated-Management-System-manual.docx	docx	44/44	12206/12233	6/6	0	match	12556/12587	73624/73618
words/pagination-003/docx/150-5370-10H.docx	docx	727/721	292681/292603	15/13	0	pages	298749/298672	1508484/1508153
words/pagination-003/docx/EHEST-SMS-Safety-Management-Manual-V2.docx	docx	82/82	19270/19222	8/8	0	match	19718/19670	105494/105180
words/table-001/doc/150_5300_13_chg10.doc	doc	77/76	23727/23322	10/8	0	pages	23946/23515	117451/116063
words/table-001/docx/A1. EASA Form 2.docx	docx	7/7	2208/2205	4/4	0	match	2243/2240	11547/11527
words/table-001/docx/B11. TE.CAO.00129  Experience  logbook.docx	docx	6/6	1249/1256	6/6	0	match	1277/1285	6685/6685
words/table-001/docx/approvals-and-standardisation-organisation-approvals-docs-part-145-annex-B-B11.-TE.CAO.00129-Foreign-Part-145-approvals---Experience--logbook.docx	docx	6/6	1095/1097	6/6	0	match	1115/1117	5747/5747
