# advance-width: the laid-out width of a repeated unit, by differencing two
# right-aligned lines. Measured 2026-09-06
# 24.2.7.2: /usr/bin/soffice -> LibreOffice 24.2.7.2 420(Build:2)
# 26.2.4.2: /opt/libreoffice26.2/program/soffice -> LibreOffice 26.2.4.2 0229ac93fcf0d7cbc6376066c6f35021cef002dc
# fonts: system /usr/share/fonts; the TDF tarball's bundled Latin duplicates and its
# Latin NotoSans-*/NotoSerif-* are moved aside, so 26.2.4.2 resolves the system faces.
# fc-match "DejaVu Sans" -> DejaVuSans.ttf: "DejaVu Sans" "Book"
# ours: /home/user/wt-advance/dotnet/tools/Paperless.Cli/bin/Debug/net10.0/linux-x64/Paperless.Cli
binary	face	unit	size_pt	reps	glyphs_per_unit	design_pt	measured_pt	ratio_to_design
ours	Liberation Mono	space_o	24	51	2	28.804688	28.804686	1.000000
ours	Liberation Mono	space_o	32	38	2	38.406250	38.406250	1.000000
ours	Liberation Mono	space_o	48	24	2	57.609375	57.609379	1.000000
ours	Liberation Mono	hamburgefonstiv	6	26	15	54.008789	54.008788	1.000000
ours	Liberation Mono	hamburgefonstiv	8	19	15	72.011719	72.011716	1.000000
ours	Liberation Mono	hamburgefonstiv	10	15	15	90.014648	90.014653	1.000000
ours	Liberation Mono	hamburgefonstiv	10.5	14	15	94.515381	94.515379	1.000000
ours	Liberation Mono	hamburgefonstiv	12	12	15	108.017578	108.017583	1.000000
ours	Liberation Mono	hamburgefonstiv	14	10	15	126.020508	126.020510	1.000000
ours	Liberation Mono	hamburgefonstiv	16	8	15	144.023438	144.023438	1.000000
ours	Liberation Mono	hamburgefonstiv	20	6	15	180.029297	180.029300	1.000000
ours	Liberation Mono	hamburgefonstiv	24	5	15	216.035156	216.035160	1.000000
ours	Liberation Mono	hamburgefonstiv	32	3	15	288.046875	288.046867	1.000000
ours	Liberation Mono	hamburgefonstiv	48	1	15	432.070312	432.070300	1.000000
ours	Liberation Mono	kerned	6	18	21	75.612305	75.612306	1.000000
ours	Liberation Mono	kerned	8	13	21	100.816406	100.816408	1.000000
ours	Liberation Mono	kerned	10	10	21	126.020508	126.020510	1.000000
ours	Liberation Mono	kerned	10.5	9	21	132.321533	132.321533	1.000000
ours	Liberation Mono	kerned	12	8	21	151.224609	151.224612	1.000000
ours	Liberation Mono	kerned	14	6	21	176.428711	176.428717	1.000000
ours	Liberation Mono	kerned	16	5	21	201.632812	201.632820	1.000000
ours	Liberation Mono	kerned	20	4	21	252.041016	252.041025	1.000000
ours	Liberation Mono	kerned	24	3	21	302.449219	302.449233	1.000000
ours	Liberation Mono	kerned	32	1	21	403.265625	403.265600	1.000000
ours	Liberation Mono	prose	6	7	44	158.425781	158.425771	1.000000
ours	Liberation Mono	prose	8	5	44	211.234375	211.234380	1.000000
ours	Liberation Mono	prose	10	3	44	264.042969	264.043000	1.000000
ours	Liberation Mono	prose	10.5	3	44	277.245117	277.245133	1.000000
ours	Liberation Mono	prose	12	2	44	316.851562	316.851550	1.000000
ours	Liberation Mono	prose	14	2	44	369.660156	369.660150	1.000000
ours	Liberation Mono	prose	16	1	44	422.468750	422.468700	1.000000
ours	Liberation Serif	o	6	238	1	3.000000	3.000000	1.000000
ours	Liberation Serif	o	8	238	1	4.000000	4.000000	1.000000
ours	Liberation Serif	o	10	238	1	5.000000	5.000000	1.000000
ours	Liberation Serif	o	10.5	238	1	5.250000	5.250000	1.000000
ours	Liberation Serif	o	12	238	1	6.000000	6.000000	1.000000
ours	Liberation Serif	o	14	218	1	7.000000	7.000000	1.000000
ours	Liberation Serif	o	16	190	1	8.000000	8.000000	1.000000
ours	Liberation Serif	o	20	152	1	10.000000	10.000000	1.000000
ours	Liberation Serif	o	24	126	1	12.000000	12.000000	1.000000
ours	Liberation Serif	o	32	94	1	16.000000	16.000000	1.000000
ours	Liberation Serif	o	48	62	1	24.000000	24.000000	1.000000
ours	Liberation Serif	i	6	238	1	1.666992	1.666992	1.000000
ours	Liberation Serif	i	8	238	1	2.222656	2.222656	1.000000
ours	Liberation Serif	i	10	238	1	2.778320	2.778321	1.000000
ours	Liberation Serif	i	10.5	238	1	2.917236	2.917236	1.000000
ours	Liberation Serif	i	12	238	1	3.333984	3.333984	1.000000
ours	Liberation Serif	i	14	238	1	3.889648	3.889648	1.000000
ours	Liberation Serif	i	16	238	1	4.445312	4.445313	1.000000
ours	Liberation Serif	i	20	238	1	5.556641	5.556641	1.000000
ours	Liberation Serif	i	24	228	1	6.667969	6.667969	1.000000
ours	Liberation Serif	i	32	171	1	8.890625	8.890625	1.000000
ours	Liberation Serif	i	48	113	1	13.335938	13.335937	1.000000
ours	Liberation Serif	space_o	6	238	2	4.500000	4.500000	1.000000
ours	Liberation Serif	space_o	8	238	2	6.000000	6.000000	1.000000
ours	Liberation Serif	space_o	10	203	2	7.500000	7.500000	1.000000
ours	Liberation Serif	space_o	10.5	193	2	7.875000	7.875000	1.000000
ours	Liberation Serif	space_o	12	169	2	9.000000	9.000000	1.000000
ours	Liberation Serif	space_o	14	144	2	10.500000	10.500000	1.000000
ours	Liberation Serif	space_o	16	126	2	12.000000	12.000000	1.000000
ours	Liberation Serif	space_o	20	100	2	15.000000	15.000000	1.000000
ours	Liberation Serif	space_o	24	83	2	18.000000	18.000000	1.000000
ours	Liberation Serif	space_o	32	62	2	24.000000	24.000000	1.000000
ours	Liberation Serif	space_o	48	40	2	36.000000	36.000000	1.000000
ours	Liberation Serif	hamburgefonstiv	6	34	15	41.991211	41.991212	1.000000
ours	Liberation Serif	hamburgefonstiv	8	25	15	55.988281	55.988284	1.000000
ours	Liberation Serif	hamburgefonstiv	10	20	15	69.985352	69.985350	1.000000
ours	Liberation Serif	hamburgefonstiv	10.5	18	15	73.484619	73.484622	1.000000
ours	Liberation Serif	hamburgefonstiv	12	16	15	83.982422	83.982419	1.000000
ours	Liberation Serif	hamburgefonstiv	14	13	15	97.979492	97.979492	1.000000
ours	Liberation Serif	hamburgefonstiv	16	11	15	111.976562	111.976564	1.000000
ours	Liberation Serif	hamburgefonstiv	20	9	15	139.970703	139.970700	1.000000
ours	Liberation Serif	hamburgefonstiv	24	7	15	167.964844	167.964843	1.000000
ours	Liberation Serif	hamburgefonstiv	32	4	15	223.953125	223.953125	1.000000
ours	Liberation Serif	hamburgefonstiv	48	2	15	335.929688	335.929650	1.000000
ours	Liberation Serif	kerned	6	22	21	63.984375	63.984377	1.000000
ours	Liberation Serif	kerned	8	16	21	85.312500	85.312500	1.000000
ours	Liberation Serif	kerned	10	12	21	106.640625	106.640617	1.000000
ours	Liberation Serif	kerned	10.5	11	21	111.972656	111.972664	1.000000
ours	Liberation Serif	kerned	12	10	21	127.968750	127.968750	1.000000
ours	Liberation Serif	kerned	14	8	21	149.296875	149.296863	1.000000
ours	Liberation Serif	kerned	16	7	21	170.625000	170.625000	1.000000
ours	Liberation Serif	kerned	20	5	21	213.281250	213.281240	1.000000
ours	Liberation Serif	kerned	24	4	21	255.937500	255.937500	1.000000
ours	Liberation Serif	kerned	32	2	21	341.250000	341.250000	1.000000
ours	Liberation Serif	kerned	48	1	21	511.875000	511.875000	1.000000
ours	Liberation Serif	prose	6	12	44	109.142578	109.142583	1.000000
ours	Liberation Serif	prose	8	8	44	145.523438	145.523438	1.000000
ours	Liberation Serif	prose	10	6	44	181.904297	181.904300	1.000000
ours	Liberation Serif	prose	10.5	6	44	190.999512	190.999500	1.000000
ours	Liberation Serif	prose	12	5	44	218.285156	218.285160	1.000000
ours	Liberation Serif	prose	14	4	44	254.666016	254.666025	1.000000
ours	Liberation Serif	prose	16	3	44	291.046875	291.046867	1.000000
ours	Liberation Serif	prose	20	2	44	363.808594	363.808600	1.000000
ours	Liberation Serif	prose	24	1	44	436.570312	436.570300	1.000000
ours	Liberation Sans	o	6	238	1	3.336914	3.336914	1.000000
ours	Liberation Sans	o	8	238	1	4.449219	4.449219	1.000000
ours	Liberation Sans	o	10	238	1	5.561523	5.561523	1.000000
ours	Liberation Sans	o	10.5	238	1	5.839600	5.839600	1.000000
ours	Liberation Sans	o	12	228	1	6.673828	6.673829	1.000000
ours	Liberation Sans	o	14	195	1	7.786133	7.786133	1.000000
ours	Liberation Sans	o	16	171	1	8.898438	8.898437	1.000000
ours	Liberation Sans	o	20	136	1	11.123047	11.123047	1.000000
ours	Liberation Sans	o	24	113	1	13.347656	13.347657	1.000000
ours	Liberation Sans	o	32	84	1	17.796875	17.796875	1.000000
ours	Liberation Sans	o	48	55	1	26.695312	26.695313	1.000000
ours	Liberation Sans	i	6	238	1	1.333008	1.333008	1.000000
ours	Liberation Sans	i	8	238	1	1.777344	1.777344	1.000000
ours	Liberation Sans	i	10	238	1	2.221680	2.221679	1.000000
ours	Liberation Sans	i	10.5	238	1	2.332764	2.332764	1.000000
ours	Liberation Sans	i	12	238	1	2.666016	2.666016	1.000000
ours	Liberation Sans	i	14	238	1	3.110352	3.110352	1.000000
ours	Liberation Sans	i	16	238	1	3.554688	3.554687	1.000000
ours	Liberation Sans	i	20	238	1	4.443359	4.443359	1.000000
ours	Liberation Sans	i	24	238	1	5.332031	5.332031	1.000000
ours	Liberation Sans	i	32	214	1	7.109375	7.109375	1.000000
ours	Liberation Sans	i	48	142	1	10.664062	10.664063	1.000000
ours	Liberation Sans	space_o	6	238	2	5.003906	5.003906	1.000000
ours	Liberation Sans	space_o	8	228	2	6.671875	6.671875	1.000000
ours	Liberation Sans	space_o	10	182	2	8.339844	8.339844	1.000000
ours	Liberation Sans	space_o	10.5	173	2	8.756836	8.756836	1.000000
ours	Liberation Sans	space_o	12	151	2	10.007812	10.007813	1.000000
ours	Liberation Sans	space_o	14	129	2	11.675781	11.675781	1.000000
ours	Liberation Sans	space_o	16	113	2	13.343750	13.343750	1.000000
ours	Liberation Sans	space_o	20	90	2	16.679688	16.679688	1.000000
ours	Liberation Sans	space_o	24	74	2	20.015625	20.015624	1.000000
ours	Liberation Sans	space_o	32	55	2	26.687500	26.687500	1.000000
ours	Liberation Sans	space_o	48	36	2	40.031250	40.031250	1.000000
ours	Liberation Sans	hamburgefonstiv	6	31	15	45.354492	45.354494	1.000000
ours	Liberation Sans	hamburgefonstiv	8	23	15	60.472656	60.472657	1.000000
ours	Liberation Sans	hamburgefonstiv	10	18	15	75.590820	75.590817	1.000000
ours	Liberation Sans	hamburgefonstiv	10.5	17	15	79.370361	79.370365	1.000000
ours	Liberation Sans	hamburgefonstiv	12	14	15	90.708984	90.708986	1.000000
ours	Liberation Sans	hamburgefonstiv	14	12	15	105.827148	105.827150	1.000000
ours	Liberation Sans	hamburgefonstiv	16	10	15	120.945312	120.945320	1.000000
ours	Liberation Sans	hamburgefonstiv	20	8	15	151.181641	151.181637	1.000000
ours	Liberation Sans	hamburgefonstiv	24	6	15	181.417969	181.417983	1.000000
ours	Liberation Sans	hamburgefonstiv	32	4	15	241.890625	241.890625	1.000000
ours	Liberation Sans	hamburgefonstiv	48	2	15	362.835938	362.835950	1.000000
ours	Liberation Sans	kerned	6	21	21	66.685547	66.685548	1.000000
ours	Liberation Sans	kerned	8	15	21	88.914062	88.914067	1.000000
ours	Liberation Sans	kerned	10	11	21	111.142578	111.142582	1.000000
ours	Liberation Sans	kerned	10.5	11	21	116.699707	116.699709	1.000000
ours	Liberation Sans	kerned	12	9	21	133.371094	133.371089	1.000000
ours	Liberation Sans	kerned	14	7	21	155.599609	155.599614	1.000000
ours	Liberation Sans	kerned	16	6	21	177.828125	177.828133	1.000000
ours	Liberation Sans	kerned	20	4	21	222.285156	222.285150	1.000000
ours	Liberation Sans	kerned	24	3	21	266.742188	266.742167	1.000000
ours	Liberation Sans	kerned	32	2	21	355.656250	355.656250	1.000000
ours	Liberation Sans	prose	6	11	44	118.394531	118.394527	1.000000
ours	Liberation Sans	prose	8	7	44	157.859375	157.859386	1.000000
ours	Liberation Sans	prose	10	5	44	197.324219	197.324220	1.000000
ours	Liberation Sans	prose	10.5	5	44	207.190430	207.190420	1.000000
ours	Liberation Sans	prose	12	4	44	236.789062	236.789075	1.000000
ours	Liberation Sans	prose	14	3	44	276.253906	276.253900	1.000000
ours	Liberation Sans	prose	16	2	44	315.718750	315.718750	1.000000
ours	Liberation Sans	prose	20	1	44	394.648438	394.648400	1.000000
ours	Liberation Sans	prose	24	1	44	473.578125	473.578200	1.000000
ours	Carlito	o	6	238	1	3.164062	3.164063	1.000000
ours	Carlito	o	8	238	1	4.218750	4.218750	1.000000
ours	Carlito	o	10	238	1	5.273438	5.273437	1.000000
ours	Carlito	o	10.5	238	1	5.537109	5.537109	1.000000
ours	Carlito	o	12	238	1	6.328125	6.328125	1.000000
ours	Carlito	o	14	206	1	7.382812	7.382813	1.000000
ours	Carlito	o	16	180	1	8.437500	8.437500	1.000000
ours	Carlito	o	20	144	1	10.546875	10.546875	1.000000
ours	Carlito	o	24	119	1	12.656250	12.656250	1.000000
ours	Carlito	o	32	89	1	16.875000	16.875000	1.000000
ours	Carlito	o	48	58	1	25.312500	25.312500	1.000000
ours	Carlito	i	6	238	1	1.376953	1.376953	1.000000
ours	Carlito	i	8	238	1	1.835938	1.835937	1.000000
ours	Carlito	i	10	238	1	2.294922	2.294922	1.000000
ours	Carlito	i	10.5	238	1	2.409668	2.409668	1.000000
ours	Carlito	i	12	238	1	2.753906	2.753906	1.000000
ours	Carlito	i	14	238	1	3.212891	3.212891	1.000000
ours	Carlito	i	16	238	1	3.671875	3.671875	1.000000
ours	Carlito	i	20	238	1	4.589844	4.589844	1.000000
ours	Carlito	i	24	238	1	5.507812	5.507813	1.000000
ours	Carlito	i	32	207	1	7.343750	7.343750	1.000000
ours	Carlito	i	48	137	1	11.015625	11.015625	1.000000
ours	Carlito	space_o	6	238	2	4.520508	4.520508	1.000000
ours	Carlito	space_o	8	238	2	6.027344	6.027344	1.000000
ours	Carlito	space_o	10	202	2	7.534180	7.534180	1.000000
ours	Carlito	space_o	10.5	192	2	7.910889	7.910889	1.000000
ours	Carlito	space_o	12	168	2	9.041016	9.041016	1.000000
ours	Carlito	space_o	14	144	2	10.547852	10.547851	1.000000
ours	Carlito	space_o	16	125	2	12.054688	12.054687	1.000000
ours	Carlito	space_o	20	100	2	15.068359	15.068360	1.000000
ours	Carlito	space_o	24	83	2	18.082031	18.082031	1.000000
ours	Carlito	space_o	32	61	2	24.109375	24.109375	1.000000
ours	Carlito	space_o	48	40	2	36.164062	36.164062	1.000000
ours	Carlito	hamburgefonstiv	6	34	14	42.202148	42.158203	0.998959
ours	Carlito	hamburgefonstiv	8	25	14	56.269531	56.210936	0.998959
ours	Carlito	hamburgefonstiv	10	19	14	70.336914	70.263674	0.998959
ours	Carlito	hamburgefonstiv	10.5	18	14	73.853760	73.776856	0.998959
ours	Carlito	hamburgefonstiv	12	16	14	84.404297	84.316406	0.998959
ours	Carlito	hamburgefonstiv	14	13	14	98.471680	98.369138	0.998959
ours	Carlito	hamburgefonstiv	16	11	14	112.539062	112.421873	0.998959
ours	Carlito	hamburgefonstiv	20	8	14	140.673828	140.527350	0.998959
ours	Carlito	hamburgefonstiv	24	7	14	168.808594	168.632814	0.998959
ours	Carlito	hamburgefonstiv	32	4	14	225.078125	224.843750	0.998959
ours	Carlito	hamburgefonstiv	48	2	14	337.617188	337.265600	0.998959
ours	Carlito	kerned	6	25	21	56.689453	56.689452	1.000000
ours	Carlito	kerned	8	18	21	75.585938	75.585933	1.000000
ours	Carlito	kerned	10	14	21	94.482422	94.482414	1.000000
ours	Carlito	kerned	10.5	13	21	99.206543	99.206538	1.000000
ours	Carlito	kerned	12	11	21	113.378906	113.378900	1.000000
ours	Carlito	kerned	14	9	21	132.275391	132.275389	1.000000
ours	Carlito	kerned	16	8	21	151.171875	151.171863	1.000000
ours	Carlito	kerned	20	6	21	188.964844	188.964833	1.000000
ours	Carlito	kerned	24	4	21	226.757812	226.757825	1.000000
ours	Carlito	kerned	32	3	21	302.343750	302.343733	1.000000
ours	Carlito	kerned	48	1	21	453.515625	453.515600	1.000000
ours	Carlito	prose	6	12	44	109.201172	109.201167	1.000000
ours	Carlito	prose	8	8	44	145.601562	145.601562	1.000000
ours	Carlito	prose	10	6	44	182.001953	182.001950	1.000000
ours	Carlito	prose	10.5	6	44	191.102051	191.102050	1.000000
ours	Carlito	prose	12	5	44	218.402344	218.402340	1.000000
ours	Carlito	prose	14	4	44	254.802734	254.802750	1.000000
ours	Carlito	prose	16	3	44	291.203125	291.203133	1.000000
ours	Carlito	prose	20	2	44	364.003906	364.003900	1.000000
ours	Carlito	prose	24	1	44	436.804688	436.804700	1.000000
ours	DejaVu Sans	o	6	238	1	3.670898	3.670898	1.000000
ours	DejaVu Sans	o	8	238	1	4.894531	4.894531	1.000000
ours	DejaVu Sans	o	10	238	1	6.118164	6.118164	1.000000
ours	DejaVu Sans	o	10.5	237	1	6.424072	6.424073	1.000000
ours	DejaVu Sans	o	12	207	1	7.341797	7.341797	1.000000
ours	DejaVu Sans	o	14	177	1	8.565430	8.565429	1.000000
ours	DejaVu Sans	o	16	155	1	9.789062	9.789063	1.000000
ours	DejaVu Sans	o	20	123	1	12.236328	12.236328	1.000000
ours	DejaVu Sans	o	24	102	1	14.683594	14.683594	1.000000
ours	DejaVu Sans	o	32	76	1	19.578125	19.578126	1.000000
ours	DejaVu Sans	o	48	50	1	29.367188	29.367188	1.000000
ours	DejaVu Sans	i	6	238	1	1.666992	1.666992	1.000000
ours	DejaVu Sans	i	8	238	1	2.222656	2.222656	1.000000
ours	DejaVu Sans	i	10	238	1	2.778320	2.778321	1.000000
ours	DejaVu Sans	i	10.5	238	1	2.917236	2.917236	1.000000
ours	DejaVu Sans	i	12	238	1	3.333984	3.333984	1.000000
ours	DejaVu Sans	i	14	238	1	3.889648	3.889648	1.000000
ours	DejaVu Sans	i	16	238	1	4.445312	4.445313	1.000000
ours	DejaVu Sans	i	20	238	1	5.556641	5.556641	1.000000
ours	DejaVu Sans	i	24	228	1	6.667969	6.667969	1.000000
ours	DejaVu Sans	i	32	171	1	8.890625	8.890625	1.000000
ours	DejaVu Sans	i	48	113	1	13.335938	13.335937	1.000000
ours	DejaVu Sans	space_o	6	238	2	5.578125	5.578125	1.000000
ours	DejaVu Sans	space_o	8	205	2	7.437500	7.437500	1.000000
ours	DejaVu Sans	space_o	10	163	2	9.296875	9.296875	1.000000
ours	DejaVu Sans	space_o	10.5	155	2	9.761719	9.761718	1.000000
ours	DejaVu Sans	space_o	12	136	2	11.156250	11.156250	1.000000
ours	DejaVu Sans	space_o	14	116	2	13.015625	13.015625	1.000000
ours	DejaVu Sans	space_o	16	101	2	14.875000	14.875000	1.000000
ours	DejaVu Sans	space_o	20	80	2	18.593750	18.593750	1.000000
ours	DejaVu Sans	space_o	24	67	2	22.312500	22.312500	1.000000
ours	DejaVu Sans	space_o	32	49	2	29.750000	29.750000	1.000000
ours	DejaVu Sans	space_o	48	32	2	44.625000	44.625000	1.000000
ours	DejaVu Sans	hamburgefonstiv	6	27	15	51.893555	51.893556	1.000000
ours	DejaVu Sans	hamburgefonstiv	8	20	15	69.191406	69.191405	1.000000
ours	DejaVu Sans	hamburgefonstiv	10	15	15	86.489258	86.489260	1.000000
ours	DejaVu Sans	hamburgefonstiv	10.5	14	15	90.813721	90.813714	1.000000
ours	DejaVu Sans	hamburgefonstiv	12	12	15	103.787109	103.787100	1.000000
ours	DejaVu Sans	hamburgefonstiv	14	10	15	121.084961	121.084960	1.000000
ours	DejaVu Sans	hamburgefonstiv	16	9	15	138.382812	138.382811	1.000000
ours	DejaVu Sans	hamburgefonstiv	20	6	15	172.978516	172.978517	1.000000
ours	DejaVu Sans	hamburgefonstiv	24	5	15	207.574219	207.574220	1.000000
ours	DejaVu Sans	hamburgefonstiv	32	3	15	276.765625	276.765600	1.000000
ours	DejaVu Sans	hamburgefonstiv	48	1	15	415.148438	415.148400	1.000000
ours	DejaVu Sans	kerned	6	19	21	70.365234	70.365232	1.000000
ours	DejaVu Sans	kerned	8	14	21	93.820312	93.820314	1.000000
ours	DejaVu Sans	kerned	10	11	21	117.275391	117.275391	1.000000
ours	DejaVu Sans	kerned	10.5	10	21	123.139160	123.139160	1.000000
ours	DejaVu Sans	kerned	12	8	21	140.730469	140.730475	1.000000
ours	DejaVu Sans	kerned	14	7	21	164.185547	164.185543	1.000000
ours	DejaVu Sans	kerned	16	6	21	187.640625	187.640617	1.000000
ours	DejaVu Sans	kerned	20	4	21	234.550781	234.550775	1.000000
ours	DejaVu Sans	kerned	24	3	21	281.460938	281.460933	1.000000
ours	DejaVu Sans	kerned	32	2	21	375.281250	375.281250	1.000000
ours	DejaVu Sans	prose	6	9	44	135.861328	135.861322	1.000000
ours	DejaVu Sans	prose	8	6	44	181.148438	181.148433	1.000000
ours	DejaVu Sans	prose	10	4	44	226.435547	226.435550	1.000000
ours	DejaVu Sans	prose	10.5	4	44	237.757324	237.757325	1.000000
ours	DejaVu Sans	prose	12	3	44	271.722656	271.722667	1.000000
ours	DejaVu Sans	prose	14	2	44	317.009766	317.009800	1.000000
ours	DejaVu Sans	prose	16	2	44	362.296875	362.296850	1.000000
ours	DejaVu Sans	prose	20	1	44	452.871094	452.871100	1.000000
