document	page	over_px	over_pct	over_x0	over_x1	under_px	under_pct
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	1	0	0.000	-1.0	-1.0	3471	0.258
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	2	0	0.000	-1.0	-1.0	552	0.041
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	3	0	0.000	-1.0	-1.0	556	0.041
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	4	0	0.000	-1.0	-1.0	388	0.029
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	5	0	0.000	-1.0	-1.0	5486	0.407
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	6	0	0.000	-1.0	-1.0	240	0.018
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	7	0	0.000	-1.0	-1.0	276	0.020
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	8	0	0.000	-1.0	-1.0	403	0.030
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	9	0	0.000	-1.0	-1.0	4791	0.356
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	10	0	0.000	-1.0	-1.0	512	0.038
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	11	0	0.000	-1.0	-1.0	544	0.040
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	12	0	0.000	-1.0	-1.0	481	0.036
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	13	0	0.000	-1.0	-1.0	5510	0.409
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	14	0	0.000	-1.0	-1.0	26	0.002
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	15	0	0.000	-1.0	-1.0	182	0.014
Foreign_SA-CAT-I_and_CAT-II-III_Pub_0__xlsx	16	0	0.000	-1.0	-1.0	187	0.014
INDEX_Digital_Transformation_Toolkits__xls	1	0	0.000	-1.0	-1.0	2953	0.212
INDEX_Digital_Transformation_Toolkits__xls	2	0	0.000	-1.0	-1.0	2752	0.197
INDEX_Digital_Transformation_Toolkits__xls	3	0	0.000	-1.0	-1.0	4592	0.329
INDEX_Digital_Transformation_Toolkits__xls	4	0	0.000	-1.0	-1.0	4040	0.290
INDEX_Digital_Transformation_Toolkits__xls	5	0	0.000	-1.0	-1.0	2667	0.191
INDEX_Digital_Transformation_Toolkits__xls	6	0	0.000	-1.0	-1.0	5689	0.423
INDEX_Digital_Transformation_Toolkits__xls	7	0	0.000	-1.0	-1.0	4059	0.291
INDEX_Digital_Transformation_Toolkits__xls	8	0	0.000	-1.0	-1.0	2737	0.196
INDEX_Digital_Transformation_Toolkits__xls	9	0	0.000	-1.0	-1.0	1931	0.139
INDEX_Digital_Transformation_Toolkits__xls	10	0	0.000	-1.0	-1.0	1849	0.133
INDEX_Digital_Transformation_Toolkits__xls	11	0	0.000	-1.0	-1.0	3470	0.249
INDEX_Digital_Transformation_Toolkits__xls	12	0	0.000	-1.0	-1.0	6056	0.434
INDEX_Digital_Transformation_Toolkits__xls	13	0	0.000	-1.0	-1.0	4	0.000
INDEX_Digital_Transformation_Toolkits__xls	14	0	0.000	-1.0	-1.0	6	0.000
INDEX_Digital_Transformation_Toolkits__xls	15	0	0.000	-1.0	-1.0	5	0.000
INDEX_Digital_Transformation_Toolkits__xls	16	0	0.000	-1.0	-1.0	3	0.000
INDEX_Digital_Transformation_Toolkits__xls	17	0	0.000	-1.0	-1.0	4	0.000
INDEX_Digital_Transformation_Toolkits__xls	18	0	0.000	-1.0	-1.0	1	0.000
INDEX_Digital_Transformation_Toolkits__xls	19	0	0.000	-1.0	-1.0	4824	0.358
INDEX_Digital_Transformation_Toolkits__xls	20	0	0.000	-1.0	-1.0	5699	0.423
INDEX_Digital_Transformation_Toolkits__xls	21	0	0.000	-1.0	-1.0	3821	0.284
INDEX_Digital_Transformation_Toolkits__xls	22	0	0.000	-1.0	-1.0	4732	0.351
INDEX_Digital_Transformation_Toolkits__xls	23	0	0.000	-1.0	-1.0	10946	0.813
INDEX_Digital_Transformation_Toolkits__xls	24	0	0.000	-1.0	-1.0	5449	0.405
Keywords_Mapping_Graphs_and_Charts__xlsx	1	0	0.000	-1.0	-1.0	13062	0.937
Keywords_Mapping_Graphs_and_Charts__xlsx	2	0	0.000	-1.0	-1.0	14137	1.014
Keywords_Mapping_Graphs_and_Charts__xlsx	3	0	0.000	-1.0	-1.0	11844	0.850
Keywords_Mapping_Graphs_and_Charts__xlsx	4	0	0.000	-1.0	-1.0	15554	1.116
Keywords_Mapping_Graphs_and_Charts__xlsx	5	0	0.000	-1.0	-1.0	5687	0.408
Keywords_Mapping_Graphs_and_Charts__xlsx	6	0	0.000	-1.0	-1.0	2938	0.211
Keywords_Mapping_Graphs_and_Charts__xlsx	7	0	0.000	-1.0	-1.0	5509	0.395
Keywords_Mapping_Graphs_and_Charts__xlsx	8	0	0.000	-1.0	-1.0	5653	0.405
Keywords_Mapping_Graphs_and_Charts__xlsx	9	0	0.000	-1.0	-1.0	7131	0.511
Keywords_Mapping_Graphs_and_Charts__xlsx	10	0	0.000	-1.0	-1.0	2969	0.213
Keywords_Mapping_Graphs_and_Charts__xlsx	11	0	0.000	-1.0	-1.0	2099	0.151
Keywords_Mapping_Graphs_and_Charts__xlsx	12	0	0.000	-1.0	-1.0	496	0.036
Keywords_Mapping_Graphs_and_Charts__xlsx	13	0	0.000	-1.0	-1.0	6287	0.451
Keywords_Mapping_Graphs_and_Charts__xlsx	14	0	0.000	-1.0	-1.0	9661	0.693
Keywords_Mapping_Graphs_and_Charts__xlsx	15	0	0.000	-1.0	-1.0	7244	0.520
Keywords_Mapping_Graphs_and_Charts__xlsx	16	0	0.000	-1.0	-1.0	5779	0.415
Keywords_Mapping_Graphs_and_Charts__xlsx	17	0	0.000	-1.0	-1.0	5402	0.387
Keywords_Mapping_Graphs_and_Charts__xlsx	18	0	0.000	-1.0	-1.0	3399	0.244
Keywords_Mapping_Graphs_and_Charts__xlsx	19	64	0.005	544.8	544.8	8872	0.636
Keywords_Mapping_Graphs_and_Charts__xlsx	20	0	0.000	-1.0	-1.0	7239	0.519
Keywords_Mapping_Graphs_and_Charts__xlsx	21	0	0.000	-1.0	-1.0	6647	0.477
Keywords_Mapping_Graphs_and_Charts__xlsx	22	0	0.000	-1.0	-1.0	8393	0.602
Keywords_Mapping_Graphs_and_Charts__xlsx	23	0	0.000	-1.0	-1.0	5285	0.379
Keywords_Mapping_Graphs_and_Charts__xlsx	24	0	0.000	-1.0	-1.0	4260	0.306
Keywords_Mapping_Graphs_and_Charts__xlsx	25	0	0.000	-1.0	-1.0	2997	0.215
Keywords_Mapping_Graphs_and_Charts__xlsx	26	0	0.000	-1.0	-1.0	3189	0.229
Keywords_Mapping_Graphs_and_Charts__xlsx	27	0	0.000	-1.0	-1.0	8718	0.625
Keywords_Mapping_Graphs_and_Charts__xlsx	28	0	0.000	-1.0	-1.0	5850	0.420
Keywords_Mapping_Graphs_and_Charts__xlsx	29	0	0.000	-1.0	-1.0	9303	0.667
Keywords_Mapping_Graphs_and_Charts__xlsx	30	0	0.000	-1.0	-1.0	6206	0.445
Keywords_Mapping_Graphs_and_Charts__xlsx	31	0	0.000	-1.0	-1.0	6100	0.438
Keywords_Mapping_Graphs_and_Charts__xlsx	32	0	0.000	-1.0	-1.0	6607	0.474
Keywords_Mapping_Graphs_and_Charts__xlsx	33	0	0.000	-1.0	-1.0	7213	0.517
Keywords_Mapping_Graphs_and_Charts__xlsx	34	0	0.000	-1.0	-1.0	3498	0.251
Keywords_Mapping_Graphs_and_Charts__xlsx	35	64	0.005	504.6	504.6	8246	0.591
Keywords_Mapping_Graphs_and_Charts__xlsx	36	0	0.000	-1.0	-1.0	5319	0.382
Keywords_Mapping_Graphs_and_Charts__xlsx	37	0	0.000	-1.0	-1.0	2446	0.175
Keywords_Mapping_Graphs_and_Charts__xlsx	38	0	0.000	-1.0	-1.0	1059	0.076
Keywords_Mapping_Graphs_and_Charts__xlsx	39	0	0.000	-1.0	-1.0	9089	0.652
Keywords_Mapping_Graphs_and_Charts__xlsx	40	0	0.000	-1.0	-1.0	6272	0.450
Keywords_Mapping_Graphs_and_Charts__xlsx	41	0	0.000	-1.0	-1.0	241	0.017
Keywords_Mapping_Graphs_and_Charts__xlsx	42	0	0.000	-1.0	-1.0	937	0.067
Keywords_Mapping_Graphs_and_Charts__xlsx	43	0	0.000	-1.0	-1.0	671	0.048
Keywords_Mapping_Graphs_and_Charts__xlsx	44	0	0.000	-1.0	-1.0	1507	0.108
Keywords_Mapping_Graphs_and_Charts__xlsx	45	0	0.000	-1.0	-1.0	16	0.001
Keywords_Mapping_Graphs_and_Charts__xlsx	46	0	0.000	-1.0	-1.0	638	0.046
PC1000__xls	1	2	0.000	712.8	714.0	20099	1.493
PC1000__xls	2	0	0.000	-1.0	-1.0	8251	0.613
PC1000__xls	3	0	0.000	-1.0	-1.0	8257	0.613
PC1000__xls	4	0	0.000	-1.0	-1.0	8250	0.613
PC1000__xls	5	0	0.000	-1.0	-1.0	8260	0.613
PC1000__xls	6	0	0.000	-1.0	-1.0	8260	0.613
PC1000__xls	7	0	0.000	-1.0	-1.0	8248	0.613
PC1000__xls	8	0	0.000	-1.0	-1.0	8261	0.614
PC1000__xls	9	0	0.000	-1.0	-1.0	15261	1.133
PC1000__xls	10	0	0.000	-1.0	-1.0	13164	0.978
PC1000__xls	11	0	0.000	-1.0	-1.0	1469	0.109
PC1000__xls	12	0	0.000	-1.0	-1.0	1511	0.112
PC1000__xls	13	0	0.000	-1.0	-1.0	67	0.005
SIL_TDB605__xls	1	0	0.000	-1.0	-1.0	6355	0.472
SIL_TDB605__xls	2	0	0.000	-1.0	-1.0	2667	0.198
SIL_TDB605__xls	3	0	0.000	-1.0	-1.0	822	0.061
SIL_TDB605__xls	4	0	0.000	-1.0	-1.0	451	0.033
SIL_TDB605__xls	5	0	0.000	-1.0	-1.0	850	0.063
SIL_TDB605__xls	6	0	0.000	-1.0	-1.0	23967	1.780
SIL_TDB605__xls	7	0	0.000	-1.0	-1.0	1072	0.080
SIL_TDB605__xls	8	0	0.000	-1.0	-1.0	5536	0.411
SIL_TDB605__xls	9	0	0.000	-1.0	-1.0	3830	0.284
SIL_TDB605__xls	10	0	0.000	-1.0	-1.0	1108	0.082
SIL_TDB605__xls	11	0	0.000	-1.0	-1.0	1433	0.106
SIL_TDB605__xls	12	0	0.000	-1.0	-1.0	521	0.039
SIL_TDB605__xls	13	0	0.000	-1.0	-1.0	1	0.000
SIL_TDB605__xls	14	0	0.000	-1.0	-1.0	1591	0.118
SIL_TDB605__xls	15	0	0.000	-1.0	-1.0	2880	0.214
SIL_TDB605__xls	16	0	0.000	-1.0	-1.0	714	0.053
SIL_TDB605__xls	17	0	0.000	-1.0	-1.0	1880	0.140
SIL_TDB605__xls	18	0	0.000	-1.0	-1.0	789	0.059
SIL_TDB605__xls	19	0	0.000	-1.0	-1.0	2013	0.150
SIL_TDB605__xls	20	0	0.000	-1.0	-1.0	742	0.055
SIL_TDB605__xls	21	0	0.000	-1.0	-1.0	1864	0.138
SIL_TDB605__xls	22	0	0.000	-1.0	-1.0	832	0.062
SIL_TDB605__xls	23	0	0.000	-1.0	-1.0	2235	0.166
SIL_TDB605__xls	24	0	0.000	-1.0	-1.0	935	0.069
SIL_TDB605__xls	25	0	0.000	-1.0	-1.0	2731	0.203
SIL_TDB605__xls	26	0	0.000	-1.0	-1.0	2604	0.193
SIL_TDB605__xls	27	0	0.000	-1.0	-1.0	802	0.060
SIL_TDB605__xls	28	0	0.000	-1.0	-1.0	1772	0.132
SIL_TDB605__xls	29	0	0.000	-1.0	-1.0	914	0.068
SIL_TDB605__xls	30	0	0.000	-1.0	-1.0	1921	0.143
SIL_TDB605__xls	31	0	0.000	-1.0	-1.0	1702	0.126
SIL_TDB605__xls	32	0	0.000	-1.0	-1.0	2509	0.186
SIL_TDB605__xls	33	0	0.000	-1.0	-1.0	1664	0.124
SIL_TDB605__xls	34	0	0.000	-1.0	-1.0	1137	0.084
SIL_TDB605__xls	35	0	0.000	-1.0	-1.0	2668	0.198
SIL_TDB605__xls	36	0	0.000	-1.0	-1.0	1841	0.137
SIL_TDB605__xls	37	0	0.000	-1.0	-1.0	892	0.066
SIL_TDB605__xls	38	0	0.000	-1.0	-1.0	2058	0.153
SIL_TDB605__xls	39	0	0.000	-1.0	-1.0	949	0.070
SIL_TDB605__xls	40	0	0.000	-1.0	-1.0	1760	0.131
SIL_TDB605__xls	41	0	0.000	-1.0	-1.0	877	0.065
SIL_TDB605__xls	42	0	0.000	-1.0	-1.0	1797	0.133
SIL_TDB605__xls	43	0	0.000	-1.0	-1.0	1707	0.127
SIL_TDB605__xls	44	0	0.000	-1.0	-1.0	1135	0.084
SIL_TDB609__xls	1	0	0.000	-1.0	-1.0	6348	0.471
SIL_TDB609__xls	2	0	0.000	-1.0	-1.0	2671	0.198
SIL_TDB609__xls	3	0	0.000	-1.0	-1.0	4698	0.349
SIL_TDB609__xls	4	0	0.000	-1.0	-1.0	438	0.033
SIL_TDB609__xls	5	0	0.000	-1.0	-1.0	1325	0.098
SIL_TDB609__xls	6	0	0.000	-1.0	-1.0	23967	1.780
SIL_TDB609__xls	7	0	0.000	-1.0	-1.0	1072	0.080
SIL_TDB609__xls	8	0	0.000	-1.0	-1.0	5534	0.411
SIL_TDB609__xls	9	0	0.000	-1.0	-1.0	3815	0.283
SIL_TDB609__xls	10	0	0.000	-1.0	-1.0	1128	0.084
SIL_TDB609__xls	11	0	0.000	-1.0	-1.0	1802	0.134
SIL_TDB609__xls	12	0	0.000	-1.0	-1.0	519	0.039
SIL_TDB609__xls	14	0	0.000	-1.0	-1.0	1648	0.122
SIL_TDB609__xls	15	0	0.000	-1.0	-1.0	2200	0.163
SIL_TDB609__xls	16	0	0.000	-1.0	-1.0	643	0.048
SIL_TDB609__xls	17	0	0.000	-1.0	-1.0	1630	0.121
SIL_TDB609__xls	18	0	0.000	-1.0	-1.0	732	0.054
SIL_TDB609__xls	19	0	0.000	-1.0	-1.0	1857	0.138
SIL_TDB609__xls	20	0	0.000	-1.0	-1.0	756	0.056
SIL_TDB609__xls	21	0	0.000	-1.0	-1.0	2046	0.152
SIL_TDB609__xls	22	0	0.000	-1.0	-1.0	804	0.060
SIL_TDB609__xls	23	0	0.000	-1.0	-1.0	1982	0.147
SIL_TDB609__xls	24	0	0.000	-1.0	-1.0	942	0.070
SIL_TDB609__xls	25	0	0.000	-1.0	-1.0	3569	0.265
SIL_TDB609__xls	26	0	0.000	-1.0	-1.0	2181	0.162
SIL_TDB609__xls	27	0	0.000	-1.0	-1.0	1272	0.094
SIL_TDB609__xls	28	0	0.000	-1.0	-1.0	2776	0.206
SIL_TDB609__xls	29	0	0.000	-1.0	-1.0	1139	0.085
SIL_TDB609__xls	30	0	0.000	-1.0	-1.0	834	0.062
SIL_TDB609__xls	31	0	0.000	-1.0	-1.0	844	0.063
SIL_TDB609__xls	32	0	0.000	-1.0	-1.0	728	0.054
SIL_TDB609__xls	33	0	0.000	-1.0	-1.0	686	0.051
SIL_TDB609__xls	34	0	0.000	-1.0	-1.0	2009	0.149
SIL_TDB609__xls	35	0	0.000	-1.0	-1.0	940	0.070
SIL_TDB609__xls	36	0	0.000	-1.0	-1.0	2069	0.154
SIL_TDB609__xls	37	0	0.000	-1.0	-1.0	1682	0.125
SIL_TDB609__xls	38	0	0.000	-1.0	-1.0	2487	0.185
SIL_TDB609__xls	39	0	0.000	-1.0	-1.0	1692	0.126
SIL_TDB609__xls	40	0	0.000	-1.0	-1.0	1150	0.085
SIL_TDB609__xls	41	0	0.000	-1.0	-1.0	2720	0.202
SIL_TDB609__xls	42	0	0.000	-1.0	-1.0	2034	0.151
SIL_TDB609__xls	43	0	0.000	-1.0	-1.0	915	0.068
SIL_TDB609__xls	44	0	0.000	-1.0	-1.0	2235	0.166
SIL_TDB609__xls	45	0	0.000	-1.0	-1.0	949	0.070
SIL_TDB609__xls	46	0	0.000	-1.0	-1.0	1813	0.135
SIL_TDB609__xls	47	0	0.000	-1.0	-1.0	872	0.065
SIL_TDB609__xls	48	0	0.000	-1.0	-1.0	1812	0.135
SIL_TDB609__xls	49	0	0.000	-1.0	-1.0	1735	0.129
SIL_TDB609__xls	50	0	0.000	-1.0	-1.0	1113	0.083
SIL_TDB648__xlsx	1	0	0.000	-1.0	-1.0	5582	0.415
SIL_TDB648__xlsx	2	0	0.000	-1.0	-1.0	1372	0.102
SIL_TDB648__xlsx	3	0	0.000	-1.0	-1.0	2794	0.208
SIL_TDB648__xlsx	4	0	0.000	-1.0	-1.0	43404	3.224
SIL_TDB648__xlsx	5	0	0.000	-1.0	-1.0	31236	2.320
SIL_TDB648__xlsx	8	0	0.000	-1.0	-1.0	5812	0.432
SIL_TDB648__xlsx	9	0	0.000	-1.0	-1.0	4492	0.334
SIL_TDB648__xlsx	12	0	0.000	-1.0	-1.0	19	0.001
SIL_TDB648__xlsx	13	0	0.000	-1.0	-1.0	10581	0.786
SIL_TDB648__xlsx	14	2	0.000	403.2	444.0	12123	0.900
SIL_TDB648__xlsx	15	0	0.000	-1.0	-1.0	10734	0.797
SIL_TDB648__xlsx	16	0	0.000	-1.0	-1.0	9688	0.720
SIL_TDB648__xlsx	18	0	0.000	-1.0	-1.0	848	0.063
SIL_TDB648__xlsx	19	0	0.000	-1.0	-1.0	2007	0.149
SIL_TDB648__xlsx	20	0	0.000	-1.0	-1.0	1757	0.130
SIL_TDB648__xlsx	21	0	0.000	-1.0	-1.0	1075	0.080
SIL_TDB648__xlsx	23	0	0.000	-1.0	-1.0	2494	0.185
SIL_TDB648__xlsx	24	0	0.000	-1.0	-1.0	66	0.005
SIL_TDB648__xlsx	25	10	0.001	294.6	318.0	66	0.005
SIL_TDB648__xlsx	26	0	0.000	-1.0	-1.0	66	0.005
SIL_TDB648__xlsx	27	0	0.000	-1.0	-1.0	1433	0.106
SIL_TDB648__xlsx	28	0	0.000	-1.0	-1.0	66	0.005
SIL_TDB648__xlsx	29	0	0.000	-1.0	-1.0	66	0.005
SIL_TDB648__xlsx	30	0	0.000	-1.0	-1.0	66	0.005
SIL_TDB648__xlsx	31	0	0.000	-1.0	-1.0	3128	0.232
SIL_TDB648__xlsx	32	0	0.000	-1.0	-1.0	66	0.005
SIL_TDB648__xlsx	33	0	0.000	-1.0	-1.0	1874	0.134
SIL_TDB648__xlsx	36	1	0.000	57.6	57.6	1132	0.081
SIL_TDB648__xlsx	39	0	0.000	-1.0	-1.0	3029	0.217
SIL_TDB648__xlsx	41	0	0.000	-1.0	-1.0	3393	0.252
SIL_TDB648__xlsx	42	0	0.000	-1.0	-1.0	483	0.036
SIL_TDB648__xlsx	43	0	0.000	-1.0	-1.0	170	0.013
SIL_TDB648__xlsx	44	0	0.000	-1.0	-1.0	170	0.013
SIL_TDB648__xlsx	45	0	0.000	-1.0	-1.0	1214	0.090
SIL_TDB648__xlsx	46	0	0.000	-1.0	-1.0	182	0.014
SIL_TDB648__xlsx	47	0	0.000	-1.0	-1.0	170	0.013
SIL_TDB648__xlsx	48	0	0.000	-1.0	-1.0	170	0.013
SIL_TDB648__xlsx	49	0	0.000	-1.0	-1.0	1457	0.108
SIL_TDB648__xlsx	50	0	0.000	-1.0	-1.0	346	0.026
SIL_TDB648__xlsx	51	0	0.000	-1.0	-1.0	1975	0.147
SIL_TDB648__xlsx	52	0	0.000	-1.0	-1.0	227	0.017
SIL_TDB648__xlsx	53	0	0.000	-1.0	-1.0	227	0.017
SIL_TDB648__xlsx	54	0	0.000	-1.0	-1.0	227	0.017
SIL_TDB648__xlsx	55	0	0.000	-1.0	-1.0	1333	0.099
SIL_TDB648__xlsx	56	0	0.000	-1.0	-1.0	1159	0.086
SIL_TDB648__xlsx	57	0	0.000	-1.0	-1.0	246	0.018
SIL_TDB648__xlsx	58	2	0.000	180.0	330.0	4163	0.309
SIL_TDB648__xlsx	59	3	0.000	268.2	281.4	581	0.043
SIL_TDB648__xlsx	60	0	0.000	-1.0	-1.0	404	0.030
SIL_TDB648__xlsx	61	0	0.000	-1.0	-1.0	404	0.030
SIL_TDB648__xlsx	62	0	0.000	-1.0	-1.0	4090	0.304
SIL_TDB648__xlsx	63	0	0.000	-1.0	-1.0	414	0.031
SIL_TDB648__xlsx	64	0	0.000	-1.0	-1.0	404	0.030
SIL_TDB648__xlsx	65	0	0.000	-1.0	-1.0	404	0.030
SIL_TDB648__xlsx	66	0	0.000	-1.0	-1.0	850	0.063
SIL_TDB648__xlsx	67	0	0.000	-1.0	-1.0	404	0.030
SIL_TDB648__xlsx	68	0	0.000	-1.0	-1.0	22263	1.654
SIL_TDB648__xlsx	71	0	0.000	-1.0	-1.0	1261	0.094
SIL_TDB648__xlsx	74	0	0.000	-1.0	-1.0	818	0.061
SIL_TDB648__xlsx	75	0	0.000	-1.0	-1.0	328	0.024
SIL_TDB648__xlsx	76	0	0.000	-1.0	-1.0	328	0.024
SIL_TDB648__xlsx	77	0	0.000	-1.0	-1.0	328	0.024
SIL_TDB648__xlsx	78	0	0.000	-1.0	-1.0	347	0.026
SIL_TDB648__xlsx	79	0	0.000	-1.0	-1.0	1302	0.097
SIL_TDB648__xlsx	80	0	0.000	-1.0	-1.0	1151	0.085
SIL_TDB648__xlsx	81	0	0.000	-1.0	-1.0	682	0.051
SIL_TDB648__xlsx	82	0	0.000	-1.0	-1.0	478	0.036
SIL_TDB648__xlsx	83	0	0.000	-1.0	-1.0	956	0.071
SIL_TDB648__xlsx	84	0	0.000	-1.0	-1.0	353	0.026
SIL_TDB648__xlsx	85	0	0.000	-1.0	-1.0	899	0.067
SSRO_Quarterly_Statistical_Bulletin_Q3201617_DATA__xlsx	1	0	0.000	-1.0	-1.0	21071	1.511
SSRO_Quarterly_Statistical_Bulletin_Q3201617_DATA__xlsx	2	0	0.000	-1.0	-1.0	9847	0.706
SSRO_Quarterly_Statistical_Bulletin_Q3201617_DATA__xlsx	3	0	0.000	-1.0	-1.0	16450	1.180
TDA_Smoke-Detectors__xlsx	1	40	0.003	186.0	490.8	4531	0.325
TDA_Smoke-Detectors__xlsx	2	0	0.000	-1.0	-1.0	1639	0.118
TDA_Smoke-Detectors__xlsx	3	0	0.000	-1.0	-1.0	2498	0.179
TDA_Smoke-Detectors__xlsx	4	0	0.000	-1.0	-1.0	1660	0.119
TDA_Smoke-Detectors__xlsx	5	0	0.000	-1.0	-1.0	1435	0.103
TDA_Smoke-Detectors__xlsx	6	0	0.000	-1.0	-1.0	1527	0.110
TDA_Smoke-Detectors__xlsx	7	0	0.000	-1.0	-1.0	1693	0.121
TDA_Smoke-Detectors__xlsx	8	0	0.000	-1.0	-1.0	1940	0.139
TDA_Smoke-Detectors__xlsx	9	0	0.000	-1.0	-1.0	744	0.053
TDA_Smoke-Detectors__xlsx	10	232	0.017	399.6	399.6	2003	0.144
TDA_Smoke-Detectors__xlsx	11	0	0.000	-1.0	-1.0	868	0.062
TDA_Smoke-Detectors__xlsx	12	0	0.000	-1.0	-1.0	964	0.069
TDA_Smoke-Detectors__xlsx	13	0	0.000	-1.0	-1.0	832	0.060
TDA_Smoke-Detectors__xlsx	14	0	0.000	-1.0	-1.0	740	0.053
TDA_Smoke-Detectors__xlsx	15	0	0.000	-1.0	-1.0	356	0.026
TDA_Smoke-Detectors__xlsx	16	0	0.000	-1.0	-1.0	139	0.010
TDA_Smoke-Detectors__xlsx	17	0	0.000	-1.0	-1.0	495	0.036
TDA_Smoke-Detectors__xlsx	18	0	0.000	-1.0	-1.0	468	0.034
TDA_Smoke-Detectors__xlsx	19	207	0.015	299.4	416.4	9748	0.699
TDA_Smoke-Detectors__xlsx	20	0	0.000	-1.0	-1.0	661	0.047
TDA_Smoke-Detectors__xlsx	21	0	0.000	-1.0	-1.0	418	0.030
TDA_Smoke-Detectors__xlsx	22	0	0.000	-1.0	-1.0	587	0.042
TDA_Smoke-Detectors__xlsx	23	0	0.000	-1.0	-1.0	597	0.043
TDA_Smoke-Detectors__xlsx	24	0	0.000	-1.0	-1.0	1920	0.138
TDA_Smoke-Detectors__xlsx	25	0	0.000	-1.0	-1.0	3233	0.232
TDA_Smoke-Detectors__xlsx	26	0	0.000	-1.0	-1.0	2325	0.167
TDA_Smoke-Detectors__xlsx	27	0	0.000	-1.0	-1.0	426	0.031
TOGAF9-Tool-ConfReqts-CSQ__xls	1	0	0.000	-1.0	-1.0	3	0.000
TOGAF9-Tool-ConfReqts-CSQ__xls	2	0	0.000	-1.0	-1.0	8787	0.653
TOGAF9-Tool-ConfReqts-CSQ__xls	4	0	0.000	-1.0	-1.0	221	0.016
TOGAF9-Tool-ConfReqts-CSQ__xls	5	0	0.000	-1.0	-1.0	187	0.014
TOGAF9-Tool-ConfReqts-CSQ__xls	6	0	0.000	-1.0	-1.0	29379	2.182
TOGAF9-Tool-ConfReqts-CSQ__xls	7	0	0.000	-1.0	-1.0	21745	1.615
TOGAF9-Tool-ConfReqts-CSQ__xls	8	0	0.000	-1.0	-1.0	19718	1.464
TOGAF9-Tool-ConfReqts-CSQ__xls	9	0	0.000	-1.0	-1.0	21416	1.591
TOGAF9-Tool-ConfReqts-CSQ__xls	10	0	0.000	-1.0	-1.0	20868	1.550
TOGAF9-Tool-ConfReqts-CSQ__xls	11	0	0.000	-1.0	-1.0	18911	1.405
TOGAF9-Tool-ConfReqts-CSQ__xls	12	0	0.000	-1.0	-1.0	23481	1.744
TOGAF9-Tool-ConfReqts-CSQ__xls	13	0	0.000	-1.0	-1.0	24487	1.819
TOGAF9-Tool-ConfReqts-CSQ__xls	14	0	0.000	-1.0	-1.0	20423	1.517
TOGAF9-Tool-ConfReqts-CSQ__xls	15	0	0.000	-1.0	-1.0	19880	1.477
TOGAF9-Tool-ConfReqts-CSQ__xls	16	0	0.000	-1.0	-1.0	18262	1.356
TOGAF9-Tool-ConfReqts-CSQ__xls	17	0	0.000	-1.0	-1.0	18922	1.405
TOGAF9-Tool-ConfReqts-CSQ__xls	18	0	0.000	-1.0	-1.0	21615	1.605
TOGAF9-Tool-ConfReqts-CSQ__xls	19	0	0.000	-1.0	-1.0	24155	1.794
TOGAF9-Tool-ConfReqts-CSQ__xls	20	0	0.000	-1.0	-1.0	17358	1.289
TOGAF9-Tool-ConfReqts-CSQ__xls	21	0	0.000	-1.0	-1.0	74621	5.352
TOGAF9-Tool-ConfReqts-CSQ__xls	22	0	0.000	-1.0	-1.0	31994	2.295
TOGAF9-Tool-ConfReqts-CSQ__xls	24	0	0.000	-1.0	-1.0	686	0.051
TOGAF9-Tool-ConfReqts-CSQ__xls	26	0	0.000	-1.0	-1.0	3618	0.269
TOGAF9-Tool-ConfReqts-CSQ__xls	27	0	0.000	-1.0	-1.0	3555	0.264
TOGAF9-Tool-ConfReqts-CSQ__xls	28	0	0.000	-1.0	-1.0	3469	0.258
arp-sop-300-Exhibit-A-Table-Templates__xlsx	1	0	0.000	-1.0	-1.0	7653	0.549
arp-sop-300-Exhibit-A-Table-Templates__xlsx	2	0	0.000	-1.0	-1.0	629	0.045
arp-sop-300-Exhibit-A-Table-Templates__xlsx	3	0	0.000	-1.0	-1.0	20185	1.499
arp-sop-300-Exhibit-A-Table-Templates__xlsx	4	0	0.000	-1.0	-1.0	16409	1.219
arp-sop-300-Exhibit-A-Table-Templates__xlsx	5	0	0.000	-1.0	-1.0	10065	0.748
arp-sop-300-Exhibit-A-Table-Templates__xlsx	6	0	0.000	-1.0	-1.0	12046	0.895
arp-sop-300-Exhibit-A-Table-Templates__xlsx	7	0	0.000	-1.0	-1.0	19214	1.427
